77, What is deforestation and what are its consequences for the environment? Answer in 30 words only.
78, What is the refugee crisis and what are the major challenges it poses? Answer in 30 words only.
79, What is the digital divide and how can it be addressed? Answer in 30 words only.
80, What is sustainable development and why is it important? Answer in 30 words only.
81, Who was Genghis Khan and what was his empire? Answer in 30 words only.
82, What was the Ming Dynasty and what were its major achievements? Answer in 30 words only.
83, Who was Leonardo da Vinci and what were his major contributions to art and science? Answer in 30 words only.
84, What was the French and Indian War and what were its consequences? Answer in 30 words only.
85, Who was Simón Bolívar and what was his role in Latin American independence? Answer in 30 words only.
86, What were the Sumerian city-states and how did they develop? Answer in 30 words only.
87, Who was Akhenaten and what were his religious reforms? Answer in 30 words only.
88, What were the Upanishads and what is their significance in Hinduism? Answer in 30 words only.
89, Who was Darius I and what were his achievements in the Persian Empire? Answer in 30 words only.
90, What were the major achievements of the Maurya Empire in India? Answer in 30 words only.
91, What were the Socratic dialogues and what was their significance? Answer in 30 words only.
92, Who were the Epicureans and what were their main beliefs? Answer in 30 words only.
93, What was Roman law and how did it influence later legal systems? Answer in 30 words only.
94, Who was Augustus Caesar and what was his role in establishing the Roman Empire? Answer in 30 words only.
95, What were the major achievements of Roman architecture? Answer in 30 words only.
96, Who were the Merovingians and how did they establish the Frankish kingdom? Answer in 30 words only.
97, What was the Battle of Hastings and what were its consequences? Answer in 30 words only.
98, What was the Spanish Inquisition and what was its purpose? Answer in 30 words only.
99, Who was William the Conqueror and how did he become king of England? Answer in 30 words only.
100, What was the Black Death and what were its major consequences? Answer in 30 words only.
